"comentario";"depressao"
"querido onildo, aprendi que nao devemos falar que nao queremos isso ou aquilo, devemos focar no que queremos apenas! o subconsciente aceita o nao como se fosse o sim, devemos escrever o que queremos, e mentalizar, visualizar e agradecer como se ja tivessemos isso jesus fala na biblia. nao sou a dona da verdade mas venho estudando fisica quantica ha alguns anos. paz e luz para voce!!";"n"
"so vem lauren jauregui ja esta com 1 milhao ja com expectation versao show e dinah vem fechando amem, se ally subi na vida  e tudo por que e atlantic records, 5h tinha quer ter vendido os direitos para outra gravadora  epic lixo, camila que sai essa merda de gravadora so nao flopou por que veio patrocionio por que epic ainda esta falindo. vitor e real";"n"
"a depressao e uma das principais causas de afastamento do trabalho e suicidio no mundo. segundo a organizacao mundial da saude, em 2015, a depressao atingiu cerca onze milhoes e meio de brasileiros. infelizmente, o brasil lidera o ranking de depressao da america latina.  porem, em nosso dia a dia, e dificil  perceber como este numero e  gigantesco. sabe por que? simples! na maioria das vezes quando pensamos em pessoas deprimidas, pensamos em pessoas cinzas, tristonhas, desleixadas, chorosas e prestes a cometer suicidio. sera que toda pessoa com depressao e assim?";"n"
"eu chorei quando assisti ao divertidamente porque passei um bom tempo num buraco, olhando pro alto e sem ver ninguem, ou me sentindo sozinha (ou invisivel) no meio da multidao, e ouvia do meu marido que era eu que dava corda pra isso, que tinha que deixar a tristeza de lado, esquecer dela. eu sentia que tinha que ser como uma grande ferida, que doi muito, mas que voce precisa, dia apos dia, tirar o curativo, limpar, passar pomada, sentir dor de novo e colocar um curativo limpo. e fazer tudo isso ate que cicatrizasse.  mas, o que eu ouvia era 'tampe a ferida e se esqueca dela!', como se ela fosse se curar sozinha. eu via aquilo como algo ainda pior. era o tal do 'e frescura, nem ta doendo tanto assim' e que aquilo, quando fosse mexido, ja estaria num ponto que nao haveria salvacao. a ferida ja teria virado algo sem controle, sem solucao. pensar no futuro, mesmo que no dia seguinte, era algo 'branco'. nao via nada. era totalmente branco. nao sentia nada, nem vontade de chorar. imagina estar assim em epoca de final de ano quando todos te perguntam e ai, quais os planos pra 2000eseilaquanto?' e ter que fingir qualquer coisa porque a resposta era 'nao sei'.";"s"
"muito obrigada por publicar este video. pude observar sutis diferencas que influenciaram na minha experiencia quando inverti os fones (coloquei o esquerdo na orelha direita e o direito na esquerda), o que me causou uma relacao maior de alivio. existe alguma ligacao com o fato de eu utilizar mais o hemisferio direito do cerebro (sou canhota) e a disposicao das frequencias nos dois lados do fone? novamente agradeco!";"n"
"cara vc ve a forca que essa doenca chamada depressao tem qnd ela pega os maiores comediantes de hollywood, principalmente o jim carrey que alem de ser um dos maiores e mais engracados comediantes do mundo ainda era um cara super animado, carismatico, talentoso e vc jamais imaginaria ver ele triste. espero que ele melhore porque com certeza ele e um dos melhores atores e comediantes de todos os tempos!";"n"
"obrigado pela ajuda venho conta uma experiencia que vivi sexta feira depois das sessoes agora tenho certeza que estou bem  100% pois passei uma situacao terrivel e eu consegui manter o equilibrio gracas a essa terapia , entao amigos nao desistam das sessoes pois sei o quanto me fez muito bem obrigado por tudo ,vou continuar fazendo pois sei que agora minha vida mudou deus abencoe a todos nos";"n"
"eu afasto todos que eu gosto, sou narcisista, egoista, cinico, insensivel, covarde, nao melhoro e nao fica mais facil, nao posso continuar  mentindo para mim mesmo,dizendo que vou mudar, sou venenoso, nasci no veneno, tenho veneno dentro de mim, eu destruo tudo que eu toco, esse e o meu legado, nao tenho nada para mostrar do modo como vivi e ninguem que entrou na minha vida ganhou alguma coisa com isso, eu sei que eu quero ser feliz mas nao vou ser, eu herdei a feiura dentro de mim, eu ja nasci torto, esse e o meu direito inato, e agora eu posso encher minha vida com projetos, eu e minhas composicoes, namoradinhas mas, nao vao me completar, eu sou luis fernando silva garagorry, na tem cura para isso";"n"
"digao ph em resposta a seu pedido,  creio q o som bineural nao ira prejudica -lo. ha muitas correntes de estudo sobre a acao do mesmo em nosso organismo.  tambem, o depoimento de dezenas de pessoas idoneas, q obtiveram melhora.    como meu conhecimento e limitado, aconselho vc a buscar mais informacao com pessoas mais credenciadas.   tb, e importante esclarescer  a causa da sua ansiedade. um bom psicologo pode ajudar.";"n"
"uma coisa que vcs tem q entender e q tp, nos papeis dele como nos daquele comediante q morreu q o castanhari citou, as risadas sempre foram muito forcadas caracteristicas, talvez nao reflitam em quem eles sao, e sim em seu vazio e como tenta lutar com ele. por exemplo no olhar dele no final dessa entrevista se ve uma grande sabedoria, emocao, e no fundo tristeza e angustia.";"n"
"nilce, muito obrigado por esse video. eu me lembro de quando eu comecei a assistir o cac. tava la pelo ep.400, e quem diria que, quando eu fosse diagnosticado com depressao,iria aparecer um video sobre essa monstruosidade. esse foi um video que me emocionou muito, pois ele me lembra desses dias mais alegres. tudo que eu posso dizer e, obrigado mesmo :')";"n"
"a depressao e seria e se voce ja teve em algum momento ela volta em 70% dos casos, e um vazio muito grande que a pessoa sente e a ideia de que todos conseguen ser felizes menos ela. e que em seu futuro so ha decadencia. apesar disso tudo, e possivel tratar com terapia e medicamentos. a familia e muito importante e os amigos de verdade sao outro suporte. tomara que ele melhore.";"n"
"lyra lyra ler porfavor caraa t amo#lyrarespondeeeeeeeeeeee  me ajuda pfv tenho um canal no ytb ( michel tv ) e sofro muito com isso todos me zoa e fala mal de min :( ate meus parantes fala que isso nn da futuro que eu so um bosta um merda que eu fazendo videos nunca vou crescer na vida.... e tipo isso doi cara ate meu pai manda eu parar com isso me chinga todos os dias e eu nao aguento mais... e isso me deixa pra baixo :( mais nao vou dessistir do meu sonho de virar um youtuber.. :) e eu criei meu canal inspirado em voce   e no julio :) e meu pai fala que vcs nao tem nada pra fazer e fica o dia inteiro com uma camera na mao, ( e eu falei que n, que vcs fazem as pessoas felizes kkk :d e falei que gosto mais de voces do que dele ai dai eu apanhei kkkk   um dia vou ser um grande ytber se #deus quiser ";"n"
"eu sofro com a depressao...  tento fazer a mesma coisa...  nao da...  ja me cortei varias vezes... quase morri 3 vezes... por culpa disso.. eu to chorando toda noite... nao aguento... eu sou muito novo pra viver assim... nao tenho nem 14 anos... e ja to quase morto... nem minha familia me nota, so minha me ajuda... preciso de ajuda... #setembroamarelo";"s"
"a musica e linda ,eu adorei!! mas ,nao e facil sair de algo que nao sai de vc.....e dificil tirar essa angustia que esta em seu peito.....tirar essa dor de seu coracao e como se fosse 1 a cada 100.....tbm tem os pais que nao ajudam nisso...acham que e draminha....ate que viram as costas quando vc mais precisa.....eu vejo a cada dia que minha vida esta deixando de ser importante.....ninguem me ouve de vdd,os que ouvem so fingem que se importam......entao para que fingir que estou bem? para que continuo com essa vida se nao vale a pena?!";"n"
"e verdade. ja faz dois anos e meio que sofro com esse monstro depressao e panico attack. e muito triste,ja tentei me suicidar 4. vezes. e duas vezes quase consegui e fui salvo por algumas pessoas.(me atirei a  estrada,ja tentei me enforcar com corda,tomei 9 comprimidos pra tratar epilepsia,e a ultima prefiro nem falarporque e muito triste) quero desaparecer  e ja me cortei 2 vezes a ultima fui parar no hospital..";"s"
"castanhari normalmente nos nao temos crises de depressao, ela e algo constante na vida, diariamente, cada minuto. nos so temos dias melhores, fases melhores, momentos mais felizes mas aquele estado de espirito sempre volta. entao para quem passa pelo mesmo eu digo, por favor procure ajuda e tratamento. sei que terapia e caro mas alguns terapeutas fazem trabalho solidario cobrando baratinho (foi assim que consegui). procurem saber.";"n"
"o harry se da bem escrevendo musica para/com outros famosos... ele arrasa nas letras. edu e muito reizinho: one direction foram os substitutos dos backstreet boys isso mesmoooo! o nick saiu para carreira solo pq o a.j dava sinal que ja ia fazer isso com o alter ego, codinome, sei la: johnny no name (ficou locao do nada), mas de fato eles nunca acabaram. sao meus velhinhos do ";"n"
"jim carrey o maior ator de comedia te todos os tempos um dos maiores atores ele marcou minha infancia o mascara eu assisti umas 100 vezes sabia cada fala ria parecendo que estava assistindo a 1ovez, quando lancou o debi e loide2 fiquei louco pensando sera que meu ator favorito iria lancar uma continuacao de o mascara ou de ace ventura 3 seria sonhar demais?";"n"
"#lyrarespondeeeeee:  me ajuda pfv tenho um canal no ytb ( michel tv ) e sofro muito com isso todos me zoa e fala mal de min :( ate meus parantes fala que isso nn da futuro que eu so um bosta um merda que eu fazendo videos nunca vou crescer na vida.... e tipo isso doi cara ate meu pai manda eu parar com isso me chinga todos os dias e eu nao aguento mais... e isso me deixa pra baixo :( mais nao vou dessistir do meu sonho de virar um youtuber.. :) e eu criei meu canal inspirado em voce   e no julio :) e meu pai fala que vcs nao tem nada pra fazer e fica o dia inteiro com uma camera na mao, ( e eu falei que n, que vcs fazem as pessoas felizes kkk :d e falei que gosto mais de voces do que dele ai dai eu apanhei kkkk   um dia vou ser um grande ytber se #deus quiser ";"s"
"ele n esta brincando ele esta com depresao sei como e pq tbm tenho ele ri para esconder a tristeza e e foda vc ter depresao eu tbm tomo remedio todos os dias e ja tentei me suisidar do 4 andar do meu predio n queria ficar vivo essa e a ultima coisa que eu quero fico triste por ainda existir ou por nascer e isso n e frescura quem tem sabe q e foda depresao n tem graca nenhuma eu so quero morrer pq assim todos da minha familia e todos q ficam comigo iam ficar mais feliz";"s"
"eu sofre por 9 anos de depressao e sabe nao e oq voceis pensam que e so uma fase e que isso vai mudar de um dia para outro mais eu posso dizer que quando tinha 5 anos eu conheci o jim e me apaixonei por ele e pude entender meu real papel da minha vida e com as pessoas a minha volta ele me fez me sentir unico que por eu ser diferente era uma dadiva e nao uma maldicao e que eu poderia usar isso ao meu bem entender e eu escolhe ser o melhor de mim para as pessoas e se um dia eu me tornar 0,0000000000001 de tudo que james eugene carrey se tornou minha vida vai ter valido a pena porque ele me fez perceber meu papel nesse palco que e a vida entao nao sei se alguem chegou a dizer isso pra ele mas.....jim voce e foi e sempre sera o meu heroi.";"s"
"amores, eu entendi o posicionamento quanto a frase do dado: carnivorismo esta totalmente ligado ao machismo existem estudos de comportamento social ligando os dois habitos. isso nao significa que quem come carne e machista, significa que existe correlacao nas duas praticas culturais. o problema e que o dado ta muito marcado, ele tem que mostrar a mudanca primeiro, nao adianta apenas dizer que mudou.";"n"
"fiz 16 entrevistas de emprego e nao consegui ser aprovado em nenhuma e ja estou tres anos desempregado e sou xingado pir nao conseguir e olhado como vagabundo pela familia...sinto vontade nao de suicidio mas sair de casa e ir para a rua e ficar la ao leo, no fundo torco para ser posto pra fora de casa...apenas nao estou conseguindo emprego e nao sei oque fazer pq esta cada dia dificil";"n"
"me mudei do brasil ha alguns meses. quando eu ainda morava ai, pagava a terapia do meu melhor amigo pq ele comecou a ter pensamentos suicidas e eu quis ajudar. quando eu tinha recem me mudado, fiz um amigo aqui, ele me ajudou com varias coisas. seis meses depois, esse amigo se matou. a primeira pessoa em que eu pensei foi o meu melhor amigo, que mora no brasil, liguei pra ele e ele tava bem. fiquei 5 noites sem dormir. eu tenho insonia e dificuldade pra prestar atencao, alem de ser bem devagar e nao ser muito motivada. duas amigas minhas que sao psicologas acham que eu tenho depressao, mas nunca fui diagnosticada. a solidao sempre foi um sentimento muito presente na minha vida, especialmente depois que me mudei. tenho tentado assistir depoimentos de pessoas com depressao e ver se eu me identifico, mas tambem comecei a fazer terapia. esse tipo de video e muito importante dora <3 parabens e obrigada";"s"
